sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG03760	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2828	7.7172	22.5238	6.9168	2.9935
NA20320	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-56.3539	13.4091	1.7674	-1.2381	0.7644
NA19785	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	2.0515	12.4728	-15.1832	22.2508	1.4853
HG04188	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1213	11.0480	18.8494	4.6557	4.7669
NA19921	AFR	AFR	0.0000	0.9683	0.0317	0.0000	0.0000	-33.2927	9.2669	-0.8462	-0.6177	2.2594
HG04020	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3283	6.2123	20.3954	5.1497	3.8162
NA20785	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	-0.0640	-13.0873	-1.6292	-7.2672	4.8348
NA19908	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	-54.3664	13.4720	0.0679	-0.6679	-0.1428
HG03629	SAS	SAS	0.0000	0.0001	0.0000	0.9999	0.0000	0.2144	2.6264	16.7115	3.0465	0.9245
HG03995	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1411	9.1413	23.8894	5.6209	1.9897
NA18627	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.5702	43.7463	-1.0041	-5.8994	1.4941
NA19080	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	7.9018	43.0709	-0.7948	-6.3695	-4.8818
NA18511	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.3405	16.6214	2.7236	-0.1822	3.2130
HG00728	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.3764	44.3387	0.2528	-6.5321	6.5204
HG02187	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.9426	43.9451	1.1736	-6.0026	7.2437
NA19435	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.5056	16.6653	2.4381	0.6575	1.2424
NA20515	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-0.7827	-13.2659	-2.1760	-9.3246	4.2490
HG02259	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	8.9257	25.5535	-21.1772	39.3055	3.8915
NA19060	EAS	EAS	0.9990	0.0010	0.0000	0.0000	0.0000	7.9365	41.8047	-2.1540	-3.1658	-5.8620
NA07347	EUR	EUR	0.0000	0.0000	0.0018	0.0000	0.9982	-0.5561	-15.3777	-3.0930	-7.8805	0.7571
NA20348	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	-52.3524	13.3025	1.6278	-1.2356	5.4030
HG03642	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.0801	9.7271	23.3915	4.3552	3.5987
HG03850	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7856	5.6883	21.7337	6.3906	4.6129
HG04144	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3598	8.0262	18.7936	4.0429	4.8521
HG03973	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.9375	6.5551	22.5123	5.4672	3.4951
NA21133	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0226	5.2791	20.0678	8.6753	2.0859
HG02771	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.2466	17.1359	2.5398	-0.2981	1.3880
HG01965	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-0.5004	11.6551	-11.9922	19.8116	2.1677
HG00693	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2170	44.3863	0.3989	-7.2571	7.0688
HG01479	AMR	AMR	0.0001	0.0011	0.9918	0.0004	0.0066	-2.2812	-7.9334	-4.3346	-2.6806	3.7111
NA18557	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.9644	42.0485	0.1682	-5.0721	-0.4163
NA19172	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.5114	16.5456	1.9548	-1.8511	3.1966
HG01867	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0228	42.8173	2.6958	-6.8485	8.3235
HG03105	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.1189	16.9604	3.5597	0.7388	2.0637
HG03121	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3487	17.6811	3.3325	-1.5280	2.1914
NA20542	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	-0.8223	-12.4958	-0.2887	-8.1805	7.3626
NA20771	EUR	EUR	0.0000	0.0000	0.0009	0.0000	0.9991	-0.2676	-12.0649	-1.7217	-7.8075	7.5593
HG00742	AMR	AMR	0.0006	0.0061	0.9906	0.0019	0.0008	-5.8710	-10.0942	-4.8749	-5.2781	5.6665
HG01440	AMR	AMR	0.0000	0.0013	0.9987	0.0000	0.0000	-10.8177	-0.3001	-7.3724	4.1772	4.3892
NA20900	SAS	SAS	0.0000	0.0001	0.0000	0.9998	0.0000	0.1508	1.9602	16.1460	2.7310	1.8120
NA19010	EAS	EAS	0.9995	0.0005	0.0000	0.0000	0.0000	8.5835	43.7071	-0.8697	-3.8991	-7.1669
NA07037	EUR	EUR	0.0000	0.0001	0.0334	0.0000	0.9665	-2.2255	-14.0054	-3.8963	-7.9691	1.7464
NA19238	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0754	16.0345	2.0250	-0.6800	3.9701
HG02025	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9825	42.7499	-0.9418	-7.4026	8.3788
HG02260	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.3177	19.0406	-18.9607	33.7632	5.7258
HG00537	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.0837	44.2981	-0.2133	-7.1822	3.5140
HG03868	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0380	3.9841	20.1492	5.6964	3.8553
HG03780	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6698	5.8374	21.9203	4.8694	2.0488
HG02314	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.3208	15.7751	3.0433	-0.9649	4.8735
HG01855	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0000	8.2459	42.5289	2.4749	-7.6710	4.5172
HG02881	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.9325	17.4566	2.9630	-1.4613	3.2107
NA19391	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.4798	16.8928	2.5468	-0.1951	1.9881
NA18545	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.6519	43.7968	-0.2018	-6.7815	3.6505
HG01578	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	4.1863	10.2049	-14.2689	21.1947	5.1207
NA20517	EUR	EUR	0.0000	0.0000	0.0012	0.0000	0.9988	-2.0095	-14.1468	-1.9180	-8.0334	5.4857
NA18499	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.2830	17.1783	2.0369	-0.4792	3.9999
NA19455	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.5909	16.4033	2.0567	-1.8965	2.1452
NA19159	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4303	16.8949	2.7121	0.4506	3.1541
NA18995	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.7371	42.0815	-1.0697	-5.2178	-2.0466
HG03193	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7721	17.6397	1.5239	-0.1382	0.7506
HG03896	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2482	8.7521	23.3686	6.0760	3.3122
HG01890	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-54.1639	13.9737	2.4201	-1.5737	2.1959
NA18644	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.5856	43.2228	-0.3881	-6.7235	0.7805
HG02760	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.3132	16.3649	2.3671	-0.4038	3.7214
HG03919	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3201	7.9433	18.3422	5.7117	3.0074
NA12829	EUR	EUR	0.0000	0.0000	0.0009	0.0000	0.9991	-1.4380	-14.0161	-1.8243	-8.0071	2.0868
HG02476	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-52.5615	13.8565	2.2098	0.4111	3.9350
NA19066	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	7.1905	42.2456	-0.2797	-4.7469	-4.2111
HG02922	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.3050	15.8634	1.4798	0.4157	2.9695
HG01072	AMR	AMR	0.0000	0.0016	0.9983	0.0001	0.0000	-4.9780	-5.9893	-4.1002	0.6379	6.0237
HG03298	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.7003	16.3793	2.4337	1.0603	3.7082
HG02283	AFR	AFR	0.0000	0.9976	0.0024	0.0000	0.0000	-48.5506	9.8371	-0.2289	-1.7252	1.1595
HG02808	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.2874	16.0296	2.4234	-0.8263	1.5404
HG00331	EUR	EUR	0.0000	0.0000	0.0146	0.0000	0.9854	1.2638	-10.9332	-4.2789	-6.9031	-1.4691
HG03770	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9135	8.9781	21.0393	4.7898	2.1556
NA19678	AMR	AMR	0.0000	0.0012	0.9987	0.0000	0.0000	-4.9384	-3.5884	-6.3183	1.6210	4.8011
HG03558	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7438	18.0270	2.9265	0.8158	1.1101
HG02051	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-59.8365	16.9448	1.5235	0.0477	3.0814
NA19472	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.9799	15.5628	3.9590	-1.1949	-0.8016
HG02067	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.3916	44.0521	1.1336	-7.6012	5.8672
HG01412	AMR	AMR	0.0000	0.0021	0.9979	0.0001	0.0000	-3.2039	-3.3960	-6.8098	2.5952	3.5946
HG01815	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.3443	43.8549	1.2698	-5.6232	8.3093
HG01858	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1388	42.7047	0.9920	-7.5962	8.0282
NA20813	EUR	EUR	0.0000	0.0000	0.0033	0.0000	0.9967	-2.1021	-15.0554	-1.8341	-6.7598	5.7619
HG04006	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.2917	8.9318	22.1174	8.3472	-1.0937
NA21141	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1846	5.4840	20.4972	5.0018	1.7265
NA11918	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	0.2704	-12.9595	-2.7219	-8.2241	0.1368
HG00309	EUR	EUR	0.0000	0.0001	0.0003	0.0000	0.9996	0.7168	-9.5180	-1.9181	-5.7688	-7.0318
HG00137	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	1.1750	-12.5416	-1.3843	-7.9349	2.7509
NA19732	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	7.4700	23.9633	-18.6928	37.3672	3.0357
HG01489	AMR	AMR	0.0084	0.0269	0.9133	0.0263	0.0251	-1.9991	-5.4765	-3.2419	-1.8010	0.2233
HG02465	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.3029	14.6656	2.7876	-0.3491	2.2764
HG01525	EUR	EUR	0.0000	0.0001	0.0044	0.0000	0.9956	-2.2600	-12.3516	-1.9153	-7.2119	5.0927
NA18638	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.9055	42.4896	0.1146	-6.3569	2.5914
HG01253	AMR	AMR	0.0000	0.0003	0.9996	0.0000	0.0000	-1.3159	-2.3403	-6.4546	3.2290	5.5256
HG02396	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.3412	45.3938	1.7083	-7.9557	7.6750
HG03112	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-62.5301	16.8452	1.0306	-0.1252	3.8576
HG04100	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.9105	7.6173	20.5454	7.4446	-1.6140
NA19028	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.8718	15.8071	2.4530	-0.5586	0.2788
NA20538	EUR	EUR	0.0000	0.0001	0.0500	0.0000	0.9498	-2.3822	-13.1150	-2.0171	-5.3722	6.3189
HG02156	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1377	44.0321	1.6331	-6.4532	7.7765
HG01685	EUR	EUR	0.0000	0.0000	0.0147	0.0000	0.9853	-1.1460	-12.5951	-3.2218	-7.4289	5.2467
HG03809	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5891	11.0639	19.1333	5.0998	0.4125
NA20502	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-0.6049	-14.2204	-0.2387	-8.0992	7.4706
HG04200	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.5633	6.3530	20.3509	4.4334	4.1567
HG01097	AMR	AMR	0.0000	0.0018	0.9979	0.0003	0.0000	-7.3004	-4.9753	-5.7618	-1.2155	2.8489
NA20775	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-2.3796	-13.5619	-0.5727	-7.6084	4.8338
NA18595	EAS	EAS	0.9998	0.0001	0.0000	0.0000	0.0001	9.3902	41.3300	-0.5885	-6.6954	-1.2861
NA21092	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1390	3.5298	18.8432	5.9468	2.8292
HG01350	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-0.4127	4.0555	-9.1613	11.9409	0.5051
HG02235	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-1.0974	-13.9414	-0.9694	-6.8159	2.8762
HG00319	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9997	2.1798	-6.9990	-3.7015	-8.5223	-7.9168
HG01861	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.9701	42.0694	2.5172	-4.8911	7.1199
NA20362	AFR	AFR	0.0000	0.9942	0.0058	0.0000	0.0000	-49.1976	10.6698	0.5261	-0.9910	5.8539
HG01131	AMR	AMR	0.0000	0.0027	0.9973	0.0000	0.0000	-2.9469	-1.0550	-7.3164	4.9408	3.6495
NA18533	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.3935	44.3826	-0.0133	-5.4025	3.7243
NA19393	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.7281	16.3300	1.8457	-1.7964	1.5185
NA21088	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1754	4.9544	20.9262	6.4570	4.4871
HG02736	SAS	SAS	0.0000	0.0006	0.0000	0.9994	0.0000	-0.7944	1.3448	14.9215	3.0872	2.4735
NA18642	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.7411	41.4007	-0.7097	-3.8067	3.9665
NA19746	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	2.2918	12.8825	-13.4953	21.4871	1.5414
HG02385	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.1292	43.6511	1.1786	-7.3561	5.3185
NA20506	EUR	EUR	0.0000	0.0000	0.0000	0.0000	1.0000	-0.9788	-13.0032	-0.8034	-9.8364	7.2190
HG00151	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	1.2320	-12.1315	-1.8021	-6.6345	0.8230
NA19719	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	0.4153	4.2037	-11.1255	12.0065	6.4816
HG01605	EUR	EUR	0.0000	0.0000	0.0011	0.0000	0.9988	-1.6209	-12.2295	-1.6313	-7.6346	1.0578
HG03130	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.8107	18.4482	2.3884	-0.5193	6.6352
NA19323	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-57.6278	16.4769	4.6776	-0.2436	-1.1208
NA19083	EAS	EAS	0.9999	0.0001	0.0000	0.0000	0.0000	7.4813	42.4254	-0.9629	-4.8728	-2.1476
HG02186	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.4174	43.8896	1.5227	-7.8034	8.9258
NA18510	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.6746	17.6801	1.5052	-0.5226	3.8149
NA20317	AFR	AFR	0.0000	0.9965	0.0035	0.0000	0.0000	-44.7316	8.0689	0.6404	-1.9494	2.4399
HG02977	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.5081	15.8340	2.5981	-0.2538	3.8794
NA20786	EUR	EUR	0.0000	0.0000	0.0184	0.0000	0.9816	-0.3051	-12.0512	-2.1835	-5.9846	9.1435
HG01862	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.3710	43.5347	1.7683	-5.2350	8.1733
HG01779	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-1.9027	-14.1206	-3.0640	-10.4506	1.9898
HG01083	AMR	AMR	0.0000	0.0007	0.9993	0.0000	0.0000	-7.3950	-4.7482	-5.6508	1.0042	5.2189
HG02425	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.9557	9.6881	-12.9387	21.0714	2.0628
NA11829	EUR	EUR	0.0000	0.0000	0.0018	0.0000	0.9982	-0.4541	-15.2083	-2.8283	-8.0975	1.5681
HG01108	AFR	AMR	0.0000	0.9732	0.0268	0.0000	0.0000	-39.0214	9.0403	-0.5158	1.5864	3.1826
NA18917	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.2520	16.4234	3.4500	-2.1245	2.4621
HG01029	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4781	43.8344	1.1396	-6.0921	5.6380
HG02277	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	6.2251	14.6541	-15.9452	25.2874	4.3625
NA18924	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.7476	17.5169	2.6524	0.3879	2.3044
NA19383	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-58.8485	17.2195	2.5914	-1.6065	0.3676
HG00551	AMR	AMR	0.0000	0.0006	0.9994	0.0000	0.0000	-5.6964	-6.4896	-5.2229	-0.6660	8.1324
HG04183	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3874	10.7614	18.6462	4.9344	3.3998
NA20807	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	-0.5398	-13.2262	-0.2545	-7.8932	4.0290
HG01073	AMR	AMR	0.0000	0.0011	0.9989	0.0000	0.0000	-5.3424	-5.0903	-4.8993	-0.6239	7.8287
HG00113	EUR	EUR	0.0000	0.0000	0.0084	0.0000	0.9916	1.3509	-13.3259	-3.9013	-7.9174	1.3870
HG01808	EAS	EAS	0.9999	0.0000	0.0000	0.0000	0.0000	8.7398	42.3739	1.4266	-7.5473	5.8336
NA19256	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0037	17.2451	2.5732	0.6157	3.8305
HG00731	AMR	AMR	0.0000	0.0000	0.9898	0.0000	0.0101	-1.3928	-10.4581	-5.8557	-3.4417	4.9356
HG03949	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-2.4463	6.6898	22.2463	5.5972	3.0585
HG02974	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.9729	17.2846	2.5083	-2.2322	4.0011
HG03055	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0124	16.5973	2.6533	0.7026	2.4111
HG00262	EUR	EUR	0.0000	0.0000	0.0038	0.0000	0.9962	0.9160	-12.0167	-2.2846	-6.4539	1.4566
NA21098	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7773	4.9444	22.2147	4.9972	1.1856
NA21122	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4307	4.8466	21.1296	4.8555	-1.1480
HG03132	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.8470	16.6407	2.6353	-0.2192	6.0795
HG03457	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0164	16.8766	3.2589	-1.0462	1.6936
HG03160	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.4807	17.5133	3.1799	0.0052	4.7250
NA12043	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	2.1045	-15.4832	-1.0483	-7.6042	3.5331
HG02479	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-56.9533	12.8273	1.8175	-2.1870	3.5380
HG02429	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	-57.5607	14.2968	1.6565	-2.3713	3.9636
HG01308	AMR	AMR	0.0000	0.0040	0.9959	0.0000	0.0000	-13.2491	0.0435	-5.6014	0.7578	3.4036
NA19773	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.0772	1.7046	-10.6593	8.5493	0.0364
HG02398	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	7.4551	43.2895	0.6620	-6.5658	6.6707
HG01518	EUR	EUR	0.0000	0.0000	0.0326	0.0000	0.9674	-1.8661	-13.0300	-4.6380	-9.0649	6.2560
HG02318	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.0515	16.2200	2.5053	-1.0848	3.4932
HG03803	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0801	10.6567	18.1719	2.6731	4.4506
HG03241	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0281	17.6568	2.7427	1.2015	5.8778
HG01474	AMR	AMR	0.0000	0.0000	0.9992	0.0000	0.0008	0.2701	-7.8411	-7.3167	-1.3505	5.2860
HG00128	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	1.2008	-14.5810	-2.1820	-8.3908	2.9025
HG03279	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.1379	17.7281	3.3546	1.1257	2.0294
HG03117	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.0048	15.2080	2.8061	-0.9003	0.0066
HG02048	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	6.8565	42.7692	2.0046	-7.1556	4.1404
NA19119	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.3615	17.2520	2.2911	-0.0204	2.2256
NA19657	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.9712	9.6489	-10.7946	17.3265	0.5094
NA18611	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.2843	44.2035	1.4772	-5.9650	-0.3402
HG00641	AMR	AMR	0.0000	0.0049	0.9946	0.0005	0.0000	-4.4289	-4.2883	-3.6760	0.2475	4.6669
HG02817	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-59.7270	16.5941	2.7431	-2.0713	1.5005
HG02778	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1797	7.9627	21.4497	4.3127	5.0005
HG04225	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2121	6.3605	21.5413	5.1100	3.2817
NA18574	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	9.3153	44.5170	-0.5234	-4.1608	-0.3703
HG00127	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	0.8643	-14.1821	-1.4423	-8.4509	1.6856
HG03469	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.5095	16.9951	1.4156	-0.9413	0.1706
NA18877	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.1685	17.8516	1.9034	-0.8526	1.7384
HG01933	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-1.9624	15.9642	-14.9423	25.1715	2.5975
NA20911	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5204	5.1460	21.6835	5.2376	1.8797
HG01161	AMR	AMR	0.0000	0.0009	0.9991	0.0000	0.0000	-10.3608	-1.8185	-6.5748	0.4676	4.9197
HG03367	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-63.2289	16.8536	2.2270	-0.9312	2.5237
HG00373	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	2.5412	-8.0475	-3.4448	-4.7165	-6.1471
HG03607	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3314	10.3002	19.6055	3.2130	3.5762
HG01982	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	5.6095	16.8967	-16.1061	29.2361	2.1718
HG00285	EUR	EUR	0.0000	0.0001	0.0011	0.0000	0.9989	1.9083	-8.7462	-1.4240	-5.3671	-4.6737
HG00613	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	8.8297	43.5186	0.3743	-5.5402	2.8849
NA10847	EUR	EUR	0.0000	0.0000	0.0042	0.0000	0.9958	-0.1790	-14.2089	-3.1760	-5.6641	-0.6940
NA12874	EUR	EUR	0.0000	0.0001	0.0141	0.0000	0.9857	-1.4329	-12.2024	-2.7966	-6.9402	0.5139
HG03882	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4267	5.7020	20.8151	6.7381	0.7829
HG02716	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-62.0762	18.0817	2.9692	-1.0618	-0.0342
HG01137	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.2832	-0.5830	-8.8588	10.4157	1.5651
NA19681	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.9720	9.9523	-11.2491	18.7512	1.9145
HG01121	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-0.0902	-0.6271	-7.7948	6.3770	3.3803
HG01086	AMR	AMR	0.0000	0.0016	0.9984	0.0001	0.0000	-5.3694	-3.6408	-5.4453	-0.2719	6.4485
HG01171	AMR	AMR	0.0000	0.0021	0.9979	0.0000	0.0000	-10.3144	-5.0014	-3.6820	0.8832	5.9459
HG02819	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-61.7069	16.3711	2.8557	-0.7512	2.3687
HG04171	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0038	11.2699	19.7832	4.7672	3.6550
NA18944	EAS	EAS	0.9990	0.0010	0.0000	0.0000	0.0000	7.8058	42.8988	-1.2121	-4.8526	-6.7843
NA18971	EAS	EAS	0.9997	0.0003	0.0000	0.0000	0.0000	9.0967	44.0383	-1.6038	-3.1856	-4.6535
HG02799	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	-60.9974	16.4001	2.1999	-0.4976	1.4218
HG03871	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.1663	6.5982	21.5747	5.7725	2.8343
HG02477	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	-54.8131	13.1756	1.8795	-1.3497	4.4976
